bbcid,summary,system,ans_factual,ans_contradict,self_verdict,uncertainty
33055691,four british teenagers who were arrested in turkey on suspicion of terrorism offences have been released on bail.,BERTS2S,yes.,yes,Unsupported,0.1394949941631072
29360284,the owners of a fosse park in cumbria have met in the city where new owners have said they are planning a ``better view''.,PtGen,no.,yes.,Contradicted,0.04000503331137926
34769201,"weekend rebels is one of the world's most wanted drug traffickers, who has died at the age of 82.",TConvS2S,no.,no.,Unsupported,0.05248301817727987
36987557,a human limb has been found in a park in bristol.,BERTS2S,no.,yes.,Contradicted,0.11896734325036051
23602056,a byzantine gold coin found on a norwich gold coin has been discovered by a coroner's challenge. said.,PtGen,no,yes.,Contradicted,0.04300304400414736
40415021,"cladding on a high-rise block in sheffield has been put up by a local authority, the bbc has learned.",PtGen,yes.,no,Entailed,0.08823651715095134
40254741,mae 'r prif weinidog carwyn jones wedi dweud ei bod yn dilyn y llynedd ar gyfer yr etholiad cyffredinol.,TConvS2S,no,no,Unsupported,0.028202084791332783
35739348,a pharmaceutical company is to create up to 100 new jobs in newcastle with the creation of 200 new jobs.,BERTS2S,no,yes,Contradicted,0.07062362031988585
35864106,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",BERTS2S,no.,no,Unsupported,0.06570000679939665
35733710,mohamed el bakhtaoui scored twice as ayr united came from behind to beat ayr united.,BERTS2S,no,yes,Contradicted,0.07532542889919286
36591829,juventus have signed real madrid striker alvaro morata for an undisclosed fee on a three-and-a-half-year deal.,TranS2S,no,yes,Contradicted,0.18034373233909923
39206355,ireland ran in nine tries as they beat afghanistan in the final of the first twenty20 international in afghanistan.,PtGen,no.,no,Unsupported,0.05096773466984271
35266927,sinn féin mla tom elliott has apologised for a tweet about a member of the udr ``udr''.,PtGen,yes,yes,Unsupported,0.09085981088881574
33675471,the open university of st andrews has launched a bursary scheme designed to help students cope with students.,TConvS2S,yes.,yes.,Unsupported,0.06208214354189936
35521849,the president of the ad-hoc electoral committee (lfa) has said he is ``thereby barred''from president sepp blatter.,PtGen,no.,yes.,Contradicted,0.042919135652250404
36415371,golden state warriors beat golden state warriors 4-1 to reach the last eight of the women's super league.,PtGen,no.,yes.,Contradicted,0.05404335144262338
40682974,the duke and duchess of cambridge have joined the duke and duchess of cambridge for the first time.,TConvS2S,no.,yes,Contradicted,0.12788285556549064
37961975,"india's prime minister narendra modi has said he will no longer be able to withdraw money from banks, despite corruption and corruption.",TranS2S,no.,yes.,Contradicted,0.10832099869530831
40000044,an edinburgh taxi driver who took thousands of people to a festival has revealed he has been given the chance to take up the art exhibition.,BERTS2S,no.,yes,Contradicted,0.09690885561940647
29360284,"more than 100 new parking units are needed to improve facilities at a west yorkshire park, the council has said.",TranS2S,no.,yes,Contradicted,0.063678630095297
33652722,the number of people using plastic carrier bags in england has reached a record high.,BERTS2S,no,no,Unsupported,0.17651048487186197
37929488,the scottish secretary of the scottish government has said the uk government is ``constructive and amicable''with the uk government.,PtGen,no.,yes.,Contradicted,0.06845075995307223
32680434,the author of jk rowling has said she has been ``shocked''by comments she made about twitter about the scottish independence referendum.,TConvS2S,no.,yes,Contradicted,0.05086828546304573
24522070,"older people living in residential care will be ``unacceptable variations''across wales, a report has suggested.",PtGen,no.,yes,Contradicted,0.046135531614435774
34593064,a man has been charged with the murder of a man in a suspected sex attack on a father-of-two in cumbria.,PtGen,no.,no,Unsupported,0.18211352912101364
30216408,"nearly half of pupils in the uk do not have a tablet tablet, according to a study from the university of cambridge.",TranS2S,no.,yes.,Contradicted,0.11919992840264731
22839609,the head of the us national security agency (nsa) has said it is ``extremely concerned''about the us government's access to national security.,PtGen,yes.,yes.,Unsupported,0.05843479568804885
35210598,wales and ospreys scrum-half rhys webb says he is still waiting to be fit for wales 'pre-season tour.,BERTS2S,no.,yes,Contradicted,0.0915724332177762
21980945,manchester united manager sir alex ferguson says his side are capable of beating premier league leaders manchester city in the premier league.,TConvS2S,no.,no.,Unsupported,0.021413151278198653
38595401,truro city head coach marek churcher has praised his side's performance in the first half of their national rugby league campaign.,BERTS2S,no,yes,Contradicted,0.04695367742425544
35761017,the head of the international monetary fund ( imf ) has warned that china's economic growth is likely to be weaker than expected.,TranS2S,no.,no,Unsupported,0.09211056546336704
39370900,bbc news ni (dup) vice-president [UNK] flanagan has warned of the dangers against the united states as part of the world's first national bailout programme.,PtGen,no.,no,Unsupported,0.028147056350679357
40634994,a canadian family who survived a house fire has been reunited with their family.,BERTS2S,no.,yes,Contradicted,0.11919992840264731
36054083,"drones could be used to smuggle drugs into a prison, a prison official has said.",BERTS2S,no.,yes,Contradicted,0.21817431240790136
38334966,all pictures are copyrighted.,TConvS2S,yes.,yes,Unsupported,0.10417128640179152
34490431,a caravan stolen from a cambridgeshire caravan park has been stolen from a caravan in cambridgeshire.,TConvS2S,yes,yes,Unsupported,0.14420441498581743
29360284,the owners of a fosse park in cumbria have met in the city where new owners have said they are planning a ``better view''.,PtGen,no.,no,Unsupported,0.04000503331137926
36987557,"a suspected human foot has been found in a park in bristol, police have said.",TConvS2S,no.,no,Unsupported,0.14350200812183378
32189288,"in our series of letters from african journalists, novelist and writer adaobi tricia nwaubani looks at why kenya's government had a di",TranS2S,yes.,yes.,Unsupported,0.012686872265690003
34182164,wrexham came from behind to beat gateshead and reach the second round of the national league.,TranS2S,no.,yes.,Contradicted,0.10981211983360685
33721182,britain's storey storey retained her olympic 100m title with victory at the track cycling world championships in london.,PtGen,no,yes,Contradicted,0.0766612146129411
40866012,"a 25-year-old man has appeared in court charged with the murder of karl haugh, who was stabbed to death in county limerick in the",BERTS2S,no,yes.,Contradicted,0.12590021565830278
36249926,barnet council has apologised to the residents of the barnet borough council following a vote of no confidence.,TranS2S,no,no,Unsupported,0.1309155100903843
35419902,wales coach warren gatland says warren gatland's hopes of winning the six nations title are over.,TranS2S,no.,yes.,Contradicted,0.03765472347884262
17592709,"tributes have been paid to one of scotland's most prestigious sporting stars, raise millar, who has died at the age of 83.",TConvS2S,yes.,yes.,Unsupported,0.06818389573052552
35864106,"at least 31 people have been arrested in morocco after fans clashed with supporters of the moroccan club raja fmrff on saturday, police say.",BERTS2S,no,no,Unsupported,0.06570000679939665
15291712,it has been a momentous year for conservative mps.,TConvS2S,no.,no.,Unsupported,0.037216032662483516
34687720,northern ireland's rory mcilroy is one shot off the lead after the first round of the fedex championship in california.,TConvS2S,no.,yes.,Contradicted,0.05775400969745271
34104114,"china's state-run news agency xinhua says it has arrested more than 100 people in connection with the blasts in tianjin last month, state",BERTS2S,no.,yes,Contradicted,0.08419587284734237
35494015,a police watchdog has referred its response to the police complaints commission's decision not to investigate the case of a student found dead in a house.,BERTS2S,no.,yes.,Contradicted,0.11643866503524561
33335482,one of the most prominent groups in the city's anti-social music industry is looking to re-open a shop and sell it out.,BERTS2S,no.,yes.,Contradicted,0.10895755513728819
30938477,"a hospital's a & e department in wrexham had to cope with "" unprecedented levels of pressure "", inspectors have said.",BERTS2S,no,yes,Contradicted,0.04713744892172244
19577896,"the us population has fallen to its lowest level since records began, according to official figures.",BERTS2S,no.,no,Unsupported,0.06791807191298417
17269989,work has started on a new £23m community hospital in somerset.,BERTS2S,no.,yes.,Contradicted,0.07243975703425147
36914884,an elephant has died after being hit by a elephant at a zoo in the us state of idaho.,TConvS2S,no,no,Unsupported,0.1550112145879284
35864106,police in the us state of ohio have arrested a football fan for allegedly abusing a football fan.,TConvS2S,no.,no,Unsupported,0.052176399666308326
35309225,rescuers in the southern indian state of uttar pradesh are searching for the death of 10 whales after they were stranded on a beach on the southern island of,TranS2S,no,yes,Contradicted,0.0766612146129411
36418721,scotland women's manager jayne evans says it would be a ``huge''place to qualify for the euro 2016 finals.,TConvS2S,yes.,yes.,Unsupported,0.044891104360926866
36437817,northern ireland striker ryan washington is hoping for a place in the northern ireland squad for euro 2016 after scoring his first international goal.,BERTS2S,no,no.,Unsupported,0.0747392417609257
36368433,zlatan ibrahimovic could become the world's most expensive shirt when he signed for manchester united this summer.,BERTS2S,no.,yes.,Contradicted,0.06293675158337987
38534338,"a murder investigation is under way after a man's body was found at a house in glasgow, police have said.",PtGen,no.,no,Unsupported,0.28903400382413774
36129628,the republic of ireland's two main political parties are to vote on whether to take control of water charges.,BERTS2S,no.,yes,Contradicted,0.0896260401097486
40432797,"a council has said it has lost almost £30, 000 to build a new cemetery in oxford.",BERTS2S,no.,no,Unsupported,0.07488535948913438
39933716,flights between the channel islands and the netherlands have been cancelled due to bad weather conditions in the netherlands.,PtGen,no.,yes,Contradicted,0.05248301817727987
34593064,a man has been charged with the rape of a teenage boy in cumbria.,BERTS2S,no,yes,Contradicted,0.2391500589160043
22839609,the national security agency ( nsa ) has released details of its data details.,TranS2S,"no. the information provided does not appear to be entirely accurate, as some points are disputed or speculative, such as the extent of prism's access, its purpose, and the involvement of other governments.",yes.,Contradicted,0.018713396429494666
28328378,the owners of a recycling plant destroyed by fire in greater manchester have been stripped of their environmental permit.,BERTS2S,no,yes,Contradicted,0.0853548932337156
38034979,ipswich town moved up to third in the championship with victory at ipswich town.,TConvS2S,yes.,yes.,Unsupported,0.04462883965030139
33645248,"valtteri bottas is close to joining williams, bbc sport understands.",TranS2S,no.,yes.,Contradicted,0.018244232979788257
17646549,"religious education in england's schools should be reduced to anti-rethink, the archbishop of canterbury mark williams has warned.",BERTS2S,yes.,yes.,Unsupported,0.03329514294971084
38946148,"mauricio pochettino says he is "" sad "" not ready to fight for the premier league title again after his side's 2-1",TranS2S,no.,yes,Contradicted,0.03195714875455821
35035707,malcolm turnbull has been sworn in as australia's president in the wake of the resignation of president tony abbott.,PtGen,no.,no,Unsupported,0.05197298316162991
30453069,"ukrainian hackers have hacked the servers of more than 1, 000 ukrainian government troops in the eastern city of kiev, in what they claim to be a",TranS2S,no.,yes,Contradicted,0.049592966983131634
38304362,a farmer has been jailed for six years for causing the death of a boy by careless driving.,TConvS2S,no.,yes.,Contradicted,0.1685920415790013
15291712,it has been a momentous year for conservative mps.,TConvS2S,yes.,no.,Entailed,0.037216032662483516
24978479,the sister of a woman who died after being hit by a lorry in london has appealed for people to come forward.,BERTS2S,yes.,yes,Unsupported,0.24102573607501024
39587051,britain's laura latham won a bronze medal at the track cycling world championships in the czech republic in rio.,PtGen,yes.,yes.,Unsupported,0.05489441039218965
38156376,police have appealed for help in tracing a woman who has been missing for six years.,TranS2S,yes.,yes.,Unsupported,0.16102882785920403
36404868,formula 1 is one of the world's most powerful formula 1 teams.,TConvS2S,"no. the summary does not explicitly state that all information in it is accurate given the source. in fact, it implies that the author has made some assertions or interpretations about mclaren's current situation without providing any evidence to support these claims.",no.,Unsupported,0.04376563975259378
26817428,a new service aimed at tackling the problem of estate agents in powys has been launched by powys council.,BERTS2S,no.,yes,Contradicted,0.17599412107233048
39141044,number eight billy vunipola is expected to be fit for england's opening six nations match against italy at twickenham on saturday.,BERTS2S,yes,no,Entailed,0.05146790471528986
29911712,a school has been sent back to school after being sent off by students at a school in london.,TConvS2S,yes.,yes.,Unsupported,0.0817649795422183
38197928,barcelona boss luis enrique says his side deserved to win the la liga title despite a 2-1 draw at real madrid.,BERTS2S,no.,no,Unsupported,0.06818389573052552
35013353,belfast giants beat nottingham panthers 4-2 away to win the elite league title on saturday night.,TranS2S,no,no,Unsupported,0.043087116399690845
38328811,it's been a year since the death of a south sudanese man and her five daughters in south sudan.,PtGen,no.,yes.,Contradicted,0.05597710562304024
10138849,"dr dr [UNK] venter looks set to become a doctor who is a doctor and his wife, in the wake of the vietnam war.",PtGen,no.,yes.,Contradicted,0.03310062465582497
38345826,the eu's brexit negotiator has urged the government to sell fish to the european union as a result of brexit negotiations.,PtGen,yes.,yes.,Unsupported,0.06871866865265434
40634994,"an 11-year-old boy has died in a house fire in canada, his mother has said.",TranS2S,yes.,yes,Unsupported,0.1646866111422056
39186557,"a 16-year-old boy has become the first teenager to play taekwondo in the world, says the british taekwondo federation's chief executive.",TranS2S,no.,yes,Contradicted,0.22422232713690127
32143053,a 19-year-old indian student has been shot dead at a school in the southern indian city of bangalore.,TranS2S,no,yes,Contradicted,0.11804153204017138
39379405,"radioactive material has been found on a pembrokeshire tourist attraction off the north east coast of shetland, the bbc has learned.",PtGen,no.,yes.,Contradicted,0.061239140085755525
